label,iteration,observation,global_fields,channels,global_slow_mode,energy,density,inner_dmrg,all_available_gates,energy_span_per_site,current_failed_channels,span_failed_channels
anchor_stripe,1,false,false,false,false,false,true,true,false,Inf,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_stripe,2,false,false,false,false,false,true,true,false,0.00037264399432968,pairing;exchange_charge;exchange_spin;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_stripe,3,false,false,false,false,false,true,true,false,0.00037264399432968,pairing;exchange_charge;exchange_spin;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_stripe,4,false,false,false,false,false,true,false,false,0.000454155334515427,pairing;exchange_charge;exchange_spin;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_stripe,5,false,false,false,false,false,true,false,false,0.0005141777743014053,pairing;exchange_charge;exchange_spin;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_stripe,6,false,false,false,false,false,true,false,false,0.0005297617153612322,pairing;exchange_charge;exchange_spin;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_stripe,7,false,false,false,false,false,true,false,false,0.0005330735992685742,pairing;exchange_charge;exchange_spin;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_stripe,8,false,false,false,false,false,true,false,false,0.000533909421063905,pairing;exchange_charge;exchange_spin;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_stripe,9,false,false,false,false,false,true,false,false,0.0005341381130679057,pairing;exchange_charge;exchange_spin;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_stripe,10,false,false,false,false,false,true,false,false,0.0005342059433794955,pairing;exchange_spin;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_stripe,11,false,false,false,false,false,true,false,false,0.00016574210178110782,pairing;exchange_spin;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_modulation;spin
anchor_stripe,12,false,false,false,false,false,true,false,false,0.00016574210178110782,pairing;exchange_spin;spin,pairing;exchange_charge;exchange_spin;charge_modulation;spin
anchor_stripe,13,false,false,false,false,false,true,false,false,8.010790140478008e-5,pairing;exchange_spin;spin,pairing;exchange_charge;exchange_spin;charge_modulation;spin
anchor_stripe,14,false,false,false,false,false,true,true,false,2.008546161880176e-5,pairing;exchange_spin;spin,pairing;exchange_charge;exchange_spin;charge_modulation;spin
anchor_stripe,15,false,false,false,false,false,true,true,false,4.501520558974903e-6,pairing;exchange_spin;spin,pairing;exchange_charge;exchange_spin;charge_modulation;spin
anchor_stripe,16,false,false,false,false,false,true,true,false,1.1896366516328527e-6,pairing;exchange_spin;spin,pairing;exchange_charge;exchange_spin;charge_modulation;spin
anchor_stripe,17,false,false,false,false,false,true,true,false,3.5381485630203713e-7,spin,pairing;exchange_charge;exchange_spin;charge_modulation;spin
anchor_stripe,18,false,false,false,false,false,true,true,false,1.2512285230137365e-7,spin,pairing;exchange_charge;exchange_spin;charge_modulation;spin
anchor_stripe,19,false,false,false,false,false,true,true,false,5.7292540711628703e-8,spin,pairing;exchange_spin;charge_modulation;spin
anchor_stripe,20,false,false,false,false,true,true,true,false,1.8715083704989866e-8,spin,pairing;exchange_spin;charge_modulation;spin
anchor_stripe,21,false,false,false,false,true,true,true,false,1.1081744633045787e-8,spin,pairing;exchange_spin;spin
anchor_stripe,22,false,false,false,true,true,true,true,false,7.519266764788313e-9,spin,pairing;exchange_spin;spin
anchor_stripe,23,false,false,false,true,true,true,true,false,5.765879995678347e-9,,pairing;exchange_spin;spin
anchor_stripe,24,false,false,false,true,true,true,true,false,7.244384203630716e-9,,pairing;exchange_spin;spin
anchor_stripe,25,false,false,false,true,true,true,true,false,7.244384203630716e-9,,pairing;exchange_spin;spin
anchor_stripe,26,false,false,false,true,true,true,true,false,7.244384203630716e-9,,pairing;exchange_spin;spin
anchor_stripe,27,false,false,false,true,true,true,true,false,7.244384203630716e-9,,pairing;exchange_spin;spin
anchor_stripe,28,false,false,false,true,true,true,true,false,7.244384203630716e-9,,spin
anchor_stripe,29,false,true,false,true,true,true,true,false,7.244384203630716e-9,,spin
anchor_stripe,30,true,true,false,true,true,true,true,false,7.244384203630716e-9,,spin
anchor_stripe,31,true,true,false,true,true,true,true,false,7.244384203630716e-9,,spin
anchor_stripe,32,true,true,false,true,true,true,true,false,7.244384203630716e-9,,spin
anchor_stripe,33,true,true,false,true,true,true,true,false,7.066430329771833e-9,,spin
anchor_stripe,34,true,true,false,true,true,true,true,false,7.025287462880669e-9,,spin
anchor_stripe,35,true,true,true,true,true,true,true,true,7.025287462880669e-9,,
anchor_stripe,36,true,true,true,true,true,true,true,true,7.119913547626311e-9,,
anchor_stripe,37,true,true,true,true,true,true,true,true,7.119913547626311e-9,,
anchor_stripe,38,true,true,true,true,true,true,true,true,7.119913547626311e-9,,
anchor_stripe,39,true,true,true,true,true,true,true,true,7.119913547626311e-9,,
anchor_stripe,40,true,true,true,true,true,true,true,true,7.119913547626311e-9,,
anchor_stripe,41,true,true,true,true,true,true,true,true,7.161551573986458e-9,,
anchor_stripe,42,true,true,true,true,true,true,true,true,7.161551573986458e-9,,
anchor_stripe,43,true,true,true,true,true,true,true,true,7.161551573986458e-9,,
anchor_stripe,44,true,true,true,true,true,true,true,true,7.161551573986458e-9,,
anchor_stripe,45,true,true,true,true,true,true,true,true,7.161551573986458e-9,,
anchor_stripe,46,true,true,true,true,true,true,true,true,7.081851549628482e-9,,
anchor_stripe,47,true,true,true,true,true,true,true,true,7.081851549628482e-9,,
anchor_stripe,48,true,true,true,true,true,true,true,true,7.081851549628482e-9,,
anchor_stripe,49,true,true,true,true,true,true,true,true,7.081851549628482e-9,,
anchor_stripe,50,true,true,true,true,true,true,true,true,7.081851549628482e-9,,
anchor_stripe,51,true,true,true,true,true,true,true,true,3.581280383357921e-9,,
anchor_stripe,52,true,true,true,true,true,true,true,true,4.05793154634182e-9,,
anchor_stripe,53,true,true,true,true,true,true,true,true,7.124613121689549e-9,,
anchor_stripe,54,true,true,true,true,true,true,true,true,7.124613121689549e-9,,
anchor_stripe,55,true,true,true,true,true,true,true,true,7.124613121689549e-9,,
anchor_stripe,56,true,true,true,true,true,true,true,true,7.124613121689549e-9,,
anchor_stripe,57,true,true,true,true,true,true,true,true,7.263135426427425e-9,,
anchor_stripe,58,true,true,true,true,true,true,true,true,7.263135426427425e-9,,
anchor_stripe,59,true,true,true,true,true,true,true,true,7.263135426427425e-9,,
anchor_stripe,60,true,true,true,true,true,true,true,true,7.263135426427425e-9,,
anchor_stripe,61,true,true,true,true,true,true,true,true,7.263135426427425e-9,,
anchor_stripe,62,true,true,true,true,true,true,true,true,7.263135426427425e-9,,
anchor_stripe,63,true,true,true,true,true,true,true,true,6.8365062499964324e-9,,
anchor_stripe,64,true,true,true,true,true,true,true,true,6.8365062499964324e-9,,
anchor_stripe,65,true,true,true,true,true,true,true,true,6.8365062499964324e-9,,
anchor_stripe,66,true,true,true,true,true,true,true,true,6.8365062499964324e-9,,
anchor_stripe,67,true,true,true,true,true,true,true,true,3.190377961814761e-9,,
anchor_stripe,68,true,true,true,true,true,true,true,true,2.9104740839613896e-9,,
anchor_stripe,69,true,true,true,true,true,true,true,true,2.5090196587029823e-10,,
anchor_stripe,70,true,true,true,true,true,true,true,true,2.5090196587029823e-10,,
anchor_stripe,71,true,true,true,true,true,true,true,true,2.5090196587029823e-10,,
anchor_stripe,72,true,true,true,true,true,true,true,true,2.6526203456000985e-10,,
anchor_stripe,73,true,true,true,true,true,true,true,true,3.848406926465486e-9,,
anchor_stripe,74,true,true,true,true,true,true,true,true,6.963305931861896e-9,,
anchor_stripe,75,true,true,true,true,true,true,true,true,6.963305931861896e-9,,
anchor_stripe,76,true,true,true,true,true,true,true,true,6.963305931861896e-9,,
anchor_stripe,77,true,true,true,true,true,true,true,true,6.963305931861896e-9,,
anchor_stripe,78,true,true,true,true,true,true,true,true,6.963305931861896e-9,,
anchor_stripe,79,true,true,true,true,true,true,true,true,6.963305931861896e-9,,
anchor_stripe,80,true,true,true,true,true,true,true,true,6.963305931861896e-9,,
anchor_pairing,1,false,false,false,false,false,true,true,false,Inf,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_pairing,2,false,false,false,false,false,true,true,false,4.4189263688432234e-5,pairing;exchange_charge;exchange_spin;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_pairing,3,false,false,false,false,false,true,true,false,4.427235396042839e-5,pairing;exchange_charge;exchange_spin;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_pairing,4,false,false,false,false,false,true,true,false,4.45171274809919e-5,pairing;exchange_spin;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_pairing,5,false,false,false,false,false,true,true,false,4.45693904511657e-5,pairing;exchange_spin;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_pairing,6,false,false,false,false,false,true,true,false,4.45693904511657e-5,pairing;exchange_spin;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_pairing,7,false,false,false,false,false,true,true,false,4.45693904511657e-5,pairing;exchange_spin;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_pairing,8,false,false,false,false,false,true,true,false,4.45693904511657e-5,pairing;exchange_spin;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_pairing,9,false,false,false,false,false,true,true,false,4.45693904511657e-5,pairing;exchange_spin;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_pairing,10,false,false,false,false,false,true,true,false,4.45693904511657e-5,spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
anchor_pairing,11,false,false,false,false,false,true,true,false,3.8012676273346813e-7,spin,pairing;exchange_charge;exchange_spin;charge_modulation;spin
anchor_pairing,12,false,false,false,false,false,true,true,false,2.970364907373124e-7,spin,pairing;exchange_charge;exchange_spin;charge_modulation;spin
anchor_pairing,13,false,false,false,false,false,true,true,false,5.226297017379977e-8,spin,pairing;exchange_spin;charge_modulation;spin
anchor_pairing,14,false,false,false,false,true,true,true,false,1.2897688472790492e-8,spin,pairing;exchange_spin;charge_modulation;spin
anchor_pairing,15,false,false,false,true,true,true,true,false,1.1251721998561948e-8,spin,pairing;exchange_spin;spin
anchor_pairing,16,false,false,false,true,true,true,true,false,1.0073536449439757e-8,,pairing;exchange_spin;spin
anchor_pairing,17,false,false,false,true,true,true,true,false,7.787908762324491e-9,,pairing;exchange_spin;spin
anchor_pairing,18,false,false,false,true,true,true,true,false,7.3504160535975416e-9,,pairing;exchange_spin;spin
anchor_pairing,19,false,false,false,true,true,true,true,false,7.28234228475344e-9,,pairing;exchange_spin;spin
anchor_pairing,20,false,false,false,true,true,true,true,false,7.623242481713532e-9,,pairing;exchange_spin;spin
anchor_pairing,21,false,false,false,true,true,true,true,false,7.623242481713532e-9,,pairing;spin
anchor_pairing,22,false,true,false,true,true,true,true,false,7.623242481713532e-9,,spin
anchor_pairing,23,false,true,false,true,true,true,true,false,7.623242481713532e-9,,spin
anchor_pairing,24,false,true,false,true,true,true,true,false,7.623242481713532e-9,,spin
anchor_pairing,25,false,true,false,true,true,true,true,false,7.602631635350576e-9,,spin
anchor_pairing,26,false,true,false,true,true,true,true,false,7.602631635350576e-9,,spin
anchor_pairing,27,false,true,true,true,true,true,true,false,7.602631635350576e-9,,
anchor_pairing,28,false,true,true,true,true,true,true,false,7.602631635350576e-9,,
anchor_pairing,29,false,true,true,true,true,true,true,false,7.602631635350576e-9,,
anchor_pairing,30,true,true,true,true,true,true,true,true,7.423024861452632e-9,,
anchor_pairing,31,true,true,true,true,true,true,true,true,7.369936882994921e-9,,
anchor_pairing,32,true,true,true,true,true,true,true,true,4.436996769996426e-9,,
anchor_pairing,33,true,true,true,true,true,true,true,true,2.7343454167549908e-9,,
anchor_pairing,34,true,true,true,true,true,true,true,true,2.7343454167549908e-9,,
anchor_pairing,35,true,true,true,true,true,true,true,true,2.7343454167549908e-9,,
anchor_pairing,36,true,true,true,true,true,true,true,true,2.7343454167549908e-9,,
anchor_pairing,37,true,true,true,true,true,true,true,true,2.7343454167549908e-9,,
anchor_pairing,38,true,true,true,true,true,true,true,true,2.7343454167549908e-9,,
anchor_pairing,39,true,true,true,true,true,true,true,true,2.7343454167549908e-9,,
anchor_pairing,40,true,true,true,true,true,true,true,true,2.7343454167549908e-9,,
anchor_pairing,41,true,true,true,true,true,true,true,true,2.639119145442237e-9,,
anchor_pairing,42,true,true,true,true,true,true,true,true,2.59397126001204e-9,,
anchor_pairing,43,true,true,true,true,true,true,true,true,2.59397126001204e-9,,
anchor_pairing,44,true,true,true,true,true,true,true,true,2.59397126001204e-9,,
anchor_pairing,45,true,true,true,true,true,true,true,true,2.59397126001204e-9,,
anchor_pairing,46,true,true,true,true,true,true,true,true,2.6292286126050612e-9,,
anchor_pairing,47,true,true,true,true,true,true,true,true,2.6292286126050612e-9,,
anchor_pairing,48,true,true,true,true,true,true,true,true,2.6292286126050612e-9,,
anchor_pairing,49,true,true,true,true,true,true,true,true,5.607875941393559e-9,,
anchor_pairing,50,true,true,true,true,true,true,true,true,5.457571505829151e-9,,
anchor_pairing,51,true,true,true,true,true,true,true,true,6.09063532941434e-9,,
anchor_pairing,52,true,true,true,true,true,true,true,true,6.09063532941434e-9,,
anchor_pairing,53,true,true,true,true,true,true,true,true,6.09063532941434e-9,,
anchor_pairing,54,true,true,true,true,true,true,true,true,6.09063532941434e-9,,
anchor_pairing,55,true,true,true,true,true,true,true,true,6.09063532941434e-9,,
anchor_pairing,56,true,true,true,true,true,true,true,true,6.09063532941434e-9,,
anchor_pairing,57,true,true,true,true,true,true,true,true,6.09063532941434e-9,,
anchor_pairing,58,true,true,true,true,true,true,true,true,6.09063532941434e-9,,
anchor_pairing,59,true,true,true,true,true,true,true,true,2.600454740431246e-9,,
anchor_pairing,60,true,true,true,true,true,true,true,true,6.149916353948015e-9,,
anchor_pairing,61,true,true,true,true,true,true,true,true,7.2374697346333505e-9,,
anchor_pairing,62,true,true,true,true,true,true,true,true,7.2374697346333505e-9,,
anchor_pairing,63,true,true,true,true,true,true,true,true,7.2374697346333505e-9,,
anchor_pairing,64,true,true,true,true,true,true,true,true,7.2374697346333505e-9,,
anchor_pairing,65,true,true,true,true,true,true,true,true,7.2396171280075805e-9,,
anchor_pairing,66,true,true,true,true,true,true,true,true,7.2396171280075805e-9,,
anchor_pairing,67,true,true,true,true,true,true,true,true,7.2396171280075805e-9,,
anchor_pairing,68,true,true,true,true,true,true,true,true,7.2396171280075805e-9,,
anchor_pairing,69,true,true,true,true,true,true,true,true,7.2396171280075805e-9,,
anchor_pairing,70,true,true,true,true,true,true,true,true,5.44965095272687e-9,,
anchor_pairing,71,true,true,true,true,true,true,true,true,5.44965095272687e-9,,
anchor_pairing,72,true,true,true,true,true,true,true,true,5.44965095272687e-9,,
anchor_pairing,73,true,true,true,true,true,true,true,true,5.44965095272687e-9,,
anchor_pairing,74,true,true,true,true,true,true,true,true,4.114800278287589e-9,,
anchor_pairing,75,true,true,true,true,true,true,true,true,2.3058108755691364e-9,,
anchor_pairing,76,true,true,true,true,true,true,true,true,2.3058108755691364e-9,,
anchor_pairing,77,true,true,true,true,true,true,true,true,2.3058108755691364e-9,,
anchor_pairing,78,true,true,true,true,true,true,true,true,5.232397182197701e-9,,
anchor_pairing,79,true,true,true,true,true,true,true,true,5.232397182197701e-9,,
anchor_pairing,80,true,true,true,true,true,true,true,true,1.1345931305584145e-8,,
square__legacy_pairing_mixed_chi200_loose,6,false,false,false,false,false,false,false,false,0.0032854397491555165,pairing;exchange_charge;charge_modulation,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
square__pairing_dwave_m000_chi200_loose,6,false,false,false,false,false,false,false,false,0.0032937889819296684,pairing;charge_modulation,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
square__stripe_m004_chi200_loose,6,false,false,false,false,false,false,false,false,0.0033593031991182576,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
square__stripe_m005_chi200_loose,21,false,false,false,false,false,false,false,false,4.1154525942666e-7,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
square__stripe_pairing_m004_chi200_loose,21,false,false,false,false,false,false,false,false,1.830418635551112e-7,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
square__stripe_pairing_m005_chi200_loose,21,false,false,false,false,false,false,false,false,1.4990356356214818e-7,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin,pairing;exchange_charge;exchange_spin;charge_uniform;charge_modulation;spin
